weight,user_id
2,U7NLhaVfOJrHb9XLsZbJnQ
2,PrwnAL82LL4Ewt_wJpHWCA
2,4r33dXcE1oYZxjONrhxTiA
2,BN-hf4cTiPwbM4kjRYIzyg
2,FNN2v38cAZucLMxMmN83JQ
2,d8z9uG3SHTgkCNj5iVcG8w
1,9SXy2gvJkTAB9_tLQM-4bQ
2,_gskEVRicHvY6xnt8NtBsQ
2,4vyIItbdZ80s0HVlGhAJdg
2,7bwh6A4cl8DqZV44kAjWjA
2,TB9ibgXVrq1B7-fajbsu8g
2,7mjpX2eYbcCt1pcNnN3Hrw
2,jBzITjfkC7M99oN6a5HErQ
2,cGok9ycGn_HvZaht9xkyPw
2,IDVFG1pNSHIHoVuoLuZpcQ
2,qlC607Cyp0Mj91vDFvkp3Q
2,0zQtyBiwOnuacNuk7sJpxw
2,NmJdxBB81JduuoalTUjqNQ
2,tGgTIueZy1JNTzQD9rkZLQ
2,VUhZCfChpTSiO8TkmSn18g
2,bXrzExA7wi39xUkY7y7q3A
2,06g5pqdYhsLIc43_1mMYGQ
2,HUX1p0y71x_j-5VWz4tB0w
1,t70UiBYj5rQB7nXzbTWTaw
2,LwVUO_5jjHuJRhvl6hlHVg
2,z8wN6EQuw_JF-zTjcNgsLw
2,uG35h72BAMutvXAWdRpqCQ
2,Nhk0jTP2gkU12G4LHJVR3A
2,rnfgjemszUlQx6U_-PO63w
1,rXDzFUYJuoscPKf3Q_W7yQ
2,KQm9OgdujLZiMRTksmj83w
2,esbI2Agd2CiotrR7n59K-w
2,T2-SLiLyEwk1psjy4vh47g
2,g_4zySOI_HisK5rG_2dw6Q
1,4Hqi1P0Y4AD0wzIQr6xtiw
2,4Y_Mo5HjkG_FHt4ZCNSruQ
1,4m3kOoAlpqdSZZ_hr5f0Xg
2,nOcP-0PIg4REFX4JeR49aw
2,gQspVZ78KbELItUKOxOblQ
2,WyjE89aZeGn-Al-7N8ePWw
2,EE32bpeFFBwQZIc4meabgw
2,Y-2BW8Nsdw0HYnssnic9lg
2,y3FcL4bLy0eLlkb0SDPnBQ
2,zY_0GMw1jnydGGfQr04_Mg
2,65Bcz8_Rbbrcz_HGpq9Y-g
2,rpK40ZN2rNFJLhfdlQqS-Q
2,wZPizeBxMAyOSl0M0zuCjg
1,BWl2zAPuzeHOUaaNsc-xdA
2,ACwBMSJzgW6vOvV7vOrk8Q
2,mdqK00q-7PiClsb-wmzvMw
2,jpjLCnG-VK0zkipzvXqtVw
2,C2C0GPKvzWWnP57Os9eQ0w
1,CMu9FmdK8xpiawJowJuGQg
1,KZ9BWmY4bPcWpFO1Z81O_g
2,pzwPuIDTpsd_ykGJ0CtuCg
2,UfwuBZ-_ltakHPBJAzfeKw
2,iqsUoSxTpzAxt8AX8OgSZA
1,gFOT0Hm8_bh0UymyGi_c6w
2,4Rr2jXBpOiStO8zap027BA
1,fRVDiId08PRjZJOyvxxUKA
2,x8e1Cc1lh835Q1CpHAD0RQ
2,UzcvzQlG7jsVGIsI4H7cIg
2,76vIFZcC7owykCBjMfGVXg
2,U3sCAJc4_E3MGC1jGi19gQ
2,_O34OQgnyeJ-9w3VnjDR1Q
2,2OpbFwtYNa5mvzuhWIZwvQ
2,J01BFkZZJR6CVJtBkq03vw
2,itbNfkDBCbRyXw5fvMABjw
2,No5P-cOQQEf0Atgc9Vi84g
2,_ir8NHMtV7KPTwmBmlkmQw
2,HdrdiwMYkhWI49lmNPeziA
2,maK3UBQczh33NuDjBYeHrA
2,uqZS6pYPSpGBp4Jh1jqOzQ
2,Tf7APfEzH-UBw3r3p5JF7A
2,hXqQJtoa9kJpJC2EP6QlIQ
2,xCdBM9yKyKyqW9qC2RqAkQ
2,TS4RfxKny-c8QYcnMpfkiQ
2,8Cu19p8NYkZkSeTkOvhAMw
2,ukJIYNNYujvZa5bO4ONvPQ
2,taPq7IxYskEWH7Vfc261pQ
2,yEmeRQb4WH6NN0IAaTX_lw
2,iHGsi2zgjGEm2zEQg8w0og
1,W7Rr-u_JUZLT4MsrGfTpGw
2,Y_R3mRupfUQC_lbwP8_sZA
1,nKh0etKt6k_12auWy5uLVg
1,BeeOV-pyDvxP7c6ZwH7bKg
2,YVQFzWm0H72mLUh-8gzd5w
2,qnqvQpW2FVuI8KLKA1UNug
2,RdWSULQ8vryTjiC7O2r5wA
2,wo632pzj23-Di2RakSugjQ
2,CYjshB_i5LglNAdlZMGrZA
2,JurdZVY9sBSeOCa4VI2OUQ
2,uQPAUzPM1XgBWTWkpgeGQQ
2,3IBiLPp5TIivhTo1eJbPEQ
2,J9c0XM-wV_KQmtZYxvIFFQ
2,lufa4bHQd3XLYQE1zXis0g
2,qurv1eJZswxUZaZqN53Meg
2,XCW5pJCDhvlW76XTSUEkIg
2,Y3PQ5P_R7jcgiIS_1dIv-w
2,TaVuQWmXAhxy_LvIXBs9sg
2,B7mqXzrSFKM_Wff2tbBagw
2,CxDOIDnH8gp9KXzpBHJYXw
2,nZpSxSHct3faGgonk0nmdw
2,D3fOi-5w4intrUTWXzIQew
2,Big6v3kgoqVixTnz8cFSlw
2,z0R494JwBcMDVt41_B2jPg
1,Gq9VWIn2-vlrx8cGZY4OXg
2,zx5rdBK9NFZrAglIXF1LiQ
1,fZI7Cqj3QOnOfcBNGtLWlQ
2,kSyhGgF0uuFDleLcgyTSgw
2,1gEx8Si6rkStWBp_IXnGCw
2,pkq41Qh9yGOI_4pwdVmmDg
1,9_4e8X1JufYQn4m0Ibx_1w
2,DRlUwi4ENwjklKpX3TwokA
2,S9h619NPvzDZaFkldwERTw
2,9uE0smG2bwgkI95RPj0lPQ
2,kKTcYPz47sCDH1_ylnE4ZQ
2,7M1zIE6OzpySDlqLU6MnEg
1,zNMn7L1ZHNhUWwSUQocN7Q
2,F7poxH-y8vInyzs2NKBzRw
2,tkj5cwIPLlJstisrVzpAZw
1,4LDjGEisLqg3q9wLfpRqOQ
2,YKm-0aMn46Yi0Re2lN1XRQ
2,Ma_gwnVShENgTuhHNpAvyQ
2,HO-OEQgDzGq3fOK5sQP5Lg
2,cFGAElozHTdQDfHimOiSBQ
2,jyy_p2baoX_rZMhRpi69dw
2,qjYXOBnladFYhciGBSgAMw
2,_YXNbr4PPvEaGdrfjmzdiQ
1,9K7rn-ALII1cPUQVxlBA5Q
2,tJ1qdNdG0tZywbgH9uw9qw
2,woT2AcKuonN5L1N8h1HGMA
2,7gNtYzygF7dB8e7k1mWdjA
2,APoAugdz6nscL4HjF4Oryg
2,KiUBp6hGhFTs8wOIbP0tcg
2,PSkAxz3AEqL9bTQRprPeAw
2,_NcU6X9ljiO9bC4FMrjiiA
2,8DBH3BpLINfTAK_Up5BtUQ
1,QYZT7iIpesE4AWsB_gj3fQ
2,vc4mkEa6Ug5cQudS0EfytQ
1,d4XCDUWioKG1XxzSzCkbTA
2,adKonsQWY64vJYglPotH5Q
2,WJKocp9RE0KatUwh3_DkGg
1,5uuE8Gm7m4YfMI6vfTUHQA
2,nipGPmPj966iLJQCf9P8tg
2,pm7K54T6OmsDHREtiVBWGQ
2,igll2PdsMvQHzJhzttrx1A
2,dt9IHwfuZs9D9LOH7gjNew
1,1CqkFliipv_X15WYn5aPfg
2,P2sQVHyHmy4WA0I7NI5hWg
2,R_xjmz2nZgyOkqFKPmkjnA
2,qjTG24J-UT3vs2fuwTJ9vw
2,nmdkHL2JKFx55T3nq5VziA
2,gwC_zEwPaSD8vK97apWEtQ
2,H6kXG7MwYINHRgMCvgH7sg
2,V0aoC0HIIO5Ghr0V2ZJJIw
2,kPaqBMv4mU-N80Fzd8vU3A
2,4q1GOTm23q-qG3o5Kpz81Q
2,Rpd_62-E8IffzX8ig-26Ew
2,A0j21z2Q1HGic7jW6e9h7A
2,VvLhL1THnDwNNWlP4ydv8g
2,rCWrxuRC8_pfagpchtHp6A
1,AolnyiEB_UMlQtD_dp5E9g
2,QKVsbZPM5rQBy13EyVaNyw
2,sa5zd7bwBQzajQB48Y9SUw
2,W5UE4LllnPipYa0470mIwA
2,qaqkOxupLgwvi-tfGgNyRg
2,pwQ8E-hbDUJe3qtKt_IBBg
2,xZ5O0Vh13GBTH9Pr4fR9WA
2,unY-F7AsYkQDvILMpd3jPw
2,t2LoCqGXkr5mPtu2a336SA
2,9qclfIjg-5WmX16Gd0qasA
2,5XAXkk6WENi0OW_HSSXRWA
2,Sn7SkFeZZTLqapjFf3d16Q
1,b7EnYQaBOuNqA9eA3wg-Gw
2,8ZryN_S-n48g6rsa3W3QtQ
2,13f_vtUZEmlzweL91bmVng
2,QWxW_pApmpY9iPApC8P-UQ
2,8Ae52apMLbD3jhHcaQ_Zzw
1,4TWaeMtDSJv_3W-8e_qOug
2,48vRThjhuhiSQINQ2KV8Sw
2,UVUIi0q38pAvsfuEEppe0Q
2,9kIcMeveJXxWGVOVdXyQyg
2,dTTFAM66wF5_b_ANM8rEHA
2,K-XSCHj73i2eeZLvCVrh-Q
2,epkRB3J_oBEiyiwahvdmGg
2,HEvyblFw4I-UsMqgPGYY_Q
2,anHzk1C0oQRtfuDj74p2RQ
2,8Sdo9NL9imYlVrMx4bh8MA
2,mMK3y_QlUlneZmh9belgCA
2,RBZ_kMjowV0t6_nv2UKaDQ
2,JvLZ3E7i2wzv3ZTgF61Mdg
1,oXgcATaRFs3DmIEVd3i1Jg
2,N044aCKJv3G5WuvwT5AJcA
1,yLkonO9Iq9XFlUM1wNtG8Q
2,l_ZWV8uvBVBKCvMNt7NtkQ
1,iGzjZMQrLrdBxjA6rfzwxg
2,dk9GzM6Nni61oBdkETDFkA
2,XnuuGtEl7E8syck0QhjO3w
2,1O638BDK_fWuxgTVJwff-A
2,hf27xTME3EiCp6NL6VtWZQ
2,6rGVoAI0Bl8ZEbMNJWOK3w
2,t8vDCPg-8z-d9ePghOTXWQ
2,RtGqdDBvvBCjcu5dUqwfzA
2,JMMb379O40Q8-BomOeZMSw
2,6jJSCNe91scG9Nrn2u0oNA
2,iYtHMZDHBvohF9IUC4hoKQ
2,HRZOueeHOyNGIBjDSq8jwg
1,utjpVFySRyXGM-X9znTq0Q
2,70y7ExiEHrawld5lruwUVw
1,12pX4X9YFWLfrXs1-_VD4g
2,BUrjFIE7Rpd7HESbvCKtaQ
1,HvHEnIVv5cQ2i728C5rBew
2,Jdx_u3PxmXLCOyP_Pkn7Sg
2,yk9wx31bfMEe_IXB8Q-ylA
2,XYkt7_fbTpEKW50pMg1xJA
2,8ugd_yB1RecZMCWfSsr3GQ
2,Zv4mCpHT681tUt73IV20oQ
2,bnKo6L4MgcUbLZH7fmnkrA
1,VGeEy1K7KGslEzzyPzEfzg
2,voYIq2C9eAAeoQZaSyYQ8Q
2,rHgT6lBbZ2PaHt0UWfTMtw
2,vxR_YV0atFxIxfOnF9uHjQ
2,dKeYhtFgsc9E24trvx8FUQ
2,KBaSGhAOVDHorbKqbZPWog
1,Soapw7-smMdcbHGdNvqQOA
2,7aHlhpJFiAdFHVhs6OHP6w
2,5aPp3PnDs50CfWMapd7yEg
2,A9qy3Iy-a8dxmDn6Z9bdSA
2,lzr7VA0h_YTYEY-mkK1eZg
2,omtZLg0ryIeaJfLTM7JPIA
2,j9oryKYzi10emJ0ED1_VEQ
2,NpgQUpPyaPiKqu8mlJFW1A
2,trGQ2nySSedAbXaaHhcmUQ
2,x4Z01d3Qze86FY2YKvdeDg
1,cwokvpgMIPe0B_SIggrrrw
1,5XHOUW_0wfJaPHxrg-U2AQ
2,9ks-80ZxeCZWNObzEbW4-Q
2,8y0ohA8_ZJ_U_Cb--AA_gg
2,QJI9OSEn6ujRCtrX06vs1w
1,_iV7YiqHtDUXbDhxZd_5FQ
2,O_3ceyOjYpXxLxboGfusYA
2,sCelgwFoaNLMC_A7Y8usCw
1,3hbwakMvNv2980cem2weRw
2,ibom0z21KPu46kzMO2pqsw
2,SyX94Qkpowm_9dsn1SDrCQ
2,VzBoi7n5pee-iLx5dc5BHA
2,XopP_70iyfC3iCPAY-sz4Q
2,nXMMoDzXRByQiWH9cf-FAQ
2,A8TRpa--43-mbig73xfhrA
2,yyM0kRBxvK93OIKUTWZpgA
2,r0j4IpUbcdC1-HfoMYae4w
2,96xXuvVkvyt8IoQES21-GQ
2,pu_AQig2fw40PshvtgONPQ
2,uEvusDwoSymbJJ0auR3muQ
2,p-1026wVF16TLXBVSpnQUA
2,bArcCPuX7wLOXO-McxV76g
2,q93KSB8PtxchdgcY17bH8Q
2,seSrMWaUaFMhXZ-w9V8h8Q
2,vQxahO21JB6-C32lYgcHaQ
1,gHxlM71E1K9ukz8ruDbJQw
2,3wDRFdjpeq36Es97Zj2iVw
2,haSh72Q0MsQZUpWPeVgp0Q
2,HuWEj615KvxRmjJq8JY7Ng
2,YANbbv5ua4nxId8vv2gOKw
2,b0ZGXpc6drGGnV8SyTne4w
1,L6LTcLM4qrRP9jNU97x3UA
2,iO71kL4mkIYB_9TexWga_w
2,O_GWZZfQx7qv-n-CN7hsIA
1,nEG9PhdWFnXu8S8kdjWzwQ
2,XLNaiWF21OsAf0fMV6kuSg
2,hTEKSL52x8cUUlHpUEx4lw
2,FuTJWFYm4UKqewaosss1KA
2,AuC6R6-F2tZsISm7NIriOw
1,yDHLETezfJ23Dj5ldU2BZQ
2,0nOIH8qIMnmZdLCTemnRsw
2,2k8OVAPxlXHsA5X6EIoQpQ
2,65qB0ibVi_6mMu87ioZR3w
2,8SgjU2fID9VqKQooFt1DIQ
2,dQ1TgZWc-i8t7vliueLbvg
1,5bCBtEmwXC2WRvH4oNbh4w
2,ukkRTJLkQTx95fCalVn6BA
2,ryqJ5re09J5u94jDVImCew
2,4IlFpxJ-HU1iBKo89WV7IQ
2,M4YEi9-KcBV5qJmG1_LGdA
2,iy_5Xnu9KrXDSF4T5v-7qQ
2,JbhmdhbI43wSmmYm2sLIaA
2,PgrCdD3iPgYzXxO8QsMnew
1,je5t7RW0UXckjWxlA00UAg
2,JADdo9NEeO5Az9aOYbyvZA
2,Tyb_FnUv3L0LqsYyL8FIAQ
1,YA13_p67Ma1ZpcmsgvYypw
2,eIa4QJXp5ZNmuFORnuPvDA
2,-SjQXQd-IRfOdUdYYwWGOQ
2,4h6lorgiR2swM6VXNS1Rug
2,8-elsQ1aqXXoOBBB6hzFsw
2,vWUj8ed8ojO8CctKP-mwxQ
2,B7AjB8W2BWJtXPjweJs9pw
2,NtKMJdSUQf8yYy6SgC4EdA
2,t8a4wTKqHjF6b_6VqBfr8A
2,s75d8PSqVbCJtclvBdne3Q
2,0FMte0z-repSVWSJ_BaQTg
2,gH3JDpHQfVcMEGaAaCJPjA
2,cQU8IWVEJYcklBJbW9CzdQ
2,Whif3Ylzo8IlAkpp2uPzqQ
2,M4uGs-0Fskn48t9icYk_Tw
2,YIMeEHUYm69m-Mqf-NjPHw
2,vEXQPLOCIgYoNXeekjL2aQ
1,PwNanrk2sIOiAyYSRj-kYA
1,9pM3z2vxUvXwEX-mHtyF3w
2,e2LtHijFAXy4RNTDL5IELw
2,HSMzwZ3FbuQ1aLECOv8FtQ
2,VDseKKt5Oe-4fU-z9bHJiQ
2,ma7ZbxGJkGKlyteOnXdytQ
2,PhUqhfyk3jdaS0Xb619RJQ
2,eANbpTWkTR10zz6Dqx2A2Q
2,7L8utEpYiVj3pNNjZkQaLQ
2,4wp4XI9AxKNqJima-xahlg
2,iH5YQPtx1qrNG4t2-DjI3Q
2,etU9P4_CgI4S79Ec5KHs9g
2,Nu-Wx2S1O1kiiPsFDcsT4Q
2,U7sj7oS-rotdKQiwrWYeSw
