business_id,compliment_count,date,text,user_id
mPfdYJj4d5KBPINDkaZY-Q,0,2016,"These shakes seem smaller and runnier, just me?",SCo1UBoeN3bhRMkSYuiX1A
mPfdYJj4d5KBPINDkaZY-Q,0,2014,"Friendly staff and we sampled a lot of stuff and it was all great. 
We went late afternoon so no problem parking.  Their parking lot seems like it could be a nightmare when busy. Very narrow and limited space. Shared lot with Windsor.",CU4-xoh00QhcRLehpXil7w
UkFMV7WGFfE_u8zyUkkuqg,0,2013,"I am in the dessert business, and this is seriously the best ice creams in town.",RQlnSCjuqMnhR3Qk6j4KoA
YBbev1J_6ShVcPLKg1_sXg,0,2016,There's green tea mochi for toppings - I'm sold!,cO-pVqt2ZKLItpeQZi5gjg
RqmORv3974ZDC6Zh4nSQwg,0,2017,Strawberry cheesecake,6tbXpUIU6upoeqWNDo9k_A
oVZsUPIMdS8Vk7Jip5l0_g,0,2013,Get a free stack of cones if you buy a pint of ice cream,EoKg8T8HbcpTos9cUVyfFQ
mPfdYJj4d5KBPINDkaZY-Q,0,2011,Yumm,IgBKfI2JTcBBFfmnN-6Xgg
mPfdYJj4d5KBPINDkaZY-Q,0,2013,Homemade ice cream!!,6z1vdpcrk0HVGhkr4yPYNw
NbrXg59fYR3MoeXdeAIQIQ,0,2012,Chicken Fantastic is great comfort food on a chilly day!,dk9GzM6Nni61oBdkETDFkA
oUX2bYbqjqST-urKbOHG6w,0,2016,Entrance faces Robindale (where the old Ice Monster Cafe was) and the Walgreens on the opposite corner.  Look for the Dairy Queen on the corner and you are there! :),eGui9O_XKaxz9rOXfFW9PA
suLXZUWsh53kzoTVnO4gng,0,2016,The only thing I wanted to order was a waffle cone.  They were out ....,6hi7gWjaIYC51ZlmrXmevA
RqpL5Y50F9exjyHfpTzp3w,0,2012,"My favorite drink here is the creamslush treat! Also, happy hour is 2-5 PM every day.",2VABkVdFhHGMo7wAqfofGA
SgFJaawsw9ATzuUmS7ho_w,0,2012,Root beer Float!!,ZljxRipwkMk9u3JXEi67iQ
ccd6w9w81PUBmtV1DFXgig,0,2011,Raspberry ice tea is the BEST drink to cool ya off this summer!,4arRGEGcg5vIAFCg7kbOgQ
dYDuaXVyIXMXlmeMYf2ktw,0,2015,"Download the Perka app for frequent buyer rewards - buy 12 ice cream sandwiches, get 1 free. P.S. Thrifty's Circus Animal Cookie ice cream FTW!!",Z6sMdVaYrFoAOL-Kbc7b3Q
dg5cg298SXZVMo4ZEwSUtg,0,2010,My Dad's first time @ Gelato Spot. Haha.,HXxTMBfie-ydBJaBwjza4w
2OJrznHaA4Gz_KYbQnAuzQ,0,2015,Either bring cash or $5 card minimum.,I70jgmMpKH7qgqr9va28Og
cmaPrML-0zCJOs8_1VYmaw,0,2017,Their red bean milk tea with boba was not good! Boba was overcooked and the flavor of red bean was not done well.,3EN4rQgpR8cR1NxuJNzi9Q
Q8b36PEPL61nxeQDcLBV7g,0,2017,OMG banana cream pie ice cream is to die for.,6Ki3bAL0wx9ymbdJqbSWMA
-yApKLEFAvvNyifvpNKWCA,0,2012,It's busy at 8:30p..!,pZ6P_1V-bTSoYG1fg1TXzw
TUpyKJFqL_ySZMo54pT-Sw,0,2013,Some of THE NICEST people at the SUNRISE location!!! My favorite artisinal ice cream spot in town.....we were just given some BAVARIAN CREAM ice cream with graham cracker bits....new flavor just put out this morning!!!!.....;9,3nDUQBjKyVor5wV0reJChg
OQUJBH55AH8rm-eR7X-CrQ,0,2015,"Amazing! Softest, yummiest gelato I've ever had!!! My new favorite gelato place",OoyQYSeYNyRVOmdO3tsxYA
sxNMGQwUuaDsviR4BtuX0g,0,2017,Over priced for less ice cream.,DcqupkBIMV18B8aVRI9T3Q
5ViysgPio0TAs7LAa1nT_w,0,2014,"Add the cream, it's so good.",jGI6hd-HKmPFfnzAdUnX7Q
jBh399TajGcH28Zo2J1pHw,0,2017,"Up until July 20th , buy one burger get another one free if you show your high school or college student ID (2 pm - 5 pm)",qtOCfMTrozmUSHWIcohc6Q
VHZPbCbIPHEkKOotdCTiow,0,2013,Ask them for beta combos,Fw4UjJ6yBeyPB27Y4wwEUQ
Z3y47L3EY-axAEVbwmXZaA,0,2016,"They have green tea ice cream, pineapple sorbet, and pumpkin ice cream.",Fw4UjJ6yBeyPB27Y4wwEUQ
huOCKRwDvNqGX3KSzYawbw,0,2013,My favorite Gelato shop on the strip!,XTEmaVwAkdRyrYP45zd7iw
hojZyJk1Wf2UE2CpG7cgIg,0,2012,Their Pumpkin Concretes has a slice of pumpkin pie blended vanilla custard topped wth whip cream and nutmeg. It's delicious!,2EuPAGalYnP7eSxPgFCNDg
yWUBX9Pe6pzh1PjVj04UmQ,0,2013,One of the best places I have found to get a large wonderful dense salad! Huge variety of salad options !,uiqW8NTaJO-2uZDLymDOow
Z2NIEKTVVP2nEmOF4jNxqQ,0,2017,Salted Caramel,6tbXpUIU6upoeqWNDo9k_A
iAD5r5vNOzc1AP6UA5yFiQ,0,2014,Trying lunch with Jenny for the first time,FAxwG5UGRi0fIIIWJq7eEg
1Vn_lex3LGGwuTo-xeJnww,0,2011,Hello Kitty promotion!!!!,8NPnK5h5Te91Ot6nbX9a5g
ltWlvxGu8iKjyYxLIZAYXw,0,2016,One * enough said!!! They always mess up the order.,b87x38vm-w8rlFfIQHKpTw
-95mbLJsa0CxXhpaNL4LvA,0,2014,Mmmmm durian ice cream! Yum,s5F0viIdrelfeDtcMM65PQ
sxNMGQwUuaDsviR4BtuX0g,0,2016,vegan options coming soon!!!! (info directly from owner),zgV0ZroIF956gw4cul8MHA
mPfdYJj4d5KBPINDkaZY-Q,0,2011,"Oooh, salted caramel -- even better than their butter pecan!",Yej5B4nd8PqpHMQcmCTDrg
jBh399TajGcH28Zo2J1pHw,0,2016,They sell doggie treats!,0nDeoyxAaWHcihihxiIa3A
hojZyJk1Wf2UE2CpG7cgIg,0,2014,If your getting your tires replaced stop and have some lunch,8-MD6iBM9phQyGUiYfK3bw
poX-2lODvtmkR6pve8FXFA,0,2011,Rather have a Smash Burger!,d5-_loBSM81yS4RaU72bug
gOIVkoHTt2xL83dgyM0tuw,0,2012,Zoreo. All ya need to know.,JUT0U3HTSB3kz9Wh7N0GqA
Hp8k_RpSIWSeJguyaQpfIw,0,2015,Incredibly friendly. Very well priced. Amazing unique flavors!,vmZU2qbPQMwB6tWi73tM4A
42gnKgy6ryfQ4QBtmyVgqA,0,2016,Best staff in town!!! And yummy food too,aeELJ_VPa0JYqekZhzLEBA
mPfdYJj4d5KBPINDkaZY-Q,0,2012,Homemade ice cream Sammies!!!,eWAUkO7oncJr9dMdA1GciQ
SgFJaawsw9ATzuUmS7ho_w,0,2012,"Very attentive staff,& they have military discounts ; )",iq-XJmj-CfNydO1B2XcYWg
hoGI9US9FN-PJpMX66reMQ,0,2013,"Yummy yummy, to my tummy!!",R9XWVIIn5pI7ZGf-NX8ukA
Yk8WiriuHOkAXufUqGZMyg,0,2013,Double mushroom & swiss butterburger....freaking awesome!,5BydnCII5onM_iYxz4a5vQ
yWUBX9Pe6pzh1PjVj04UmQ,0,2015,Get the black bean burger CRISPY!!,-x78u8btMEK9hvfRDpMHZQ
_ewxwEwJM-IYfIYnKpQOZw,0,2015,The diablito de ciruela was awesome!,YwfGtN9sIPQY7W44f1E6hQ
Yk8WiriuHOkAXufUqGZMyg,0,2012,They have TV here.,4d13xAX2jp2EbGF8I9eZZw
Bp75bv1iyCy6yiHz3KKhyA,0,2017,"$10 minimum on credit cards, in an ice cream shop. Wth?",k6Xncgc6sprBVVy3JkbpQg
VHZPbCbIPHEkKOotdCTiow,0,2013,Memo to Kuma and you other competitors. SnowFlake Shavery is here to stay and is now the standard that you will be measured with. I highly doubt there will be anybody worthy of mentioning except maybe Fluff Ice.,0FMte0z-repSVWSJ_BaQTg
mPfdYJj4d5KBPINDkaZY-Q,0,2014,You can mix flavors half & half.,vMf4nEiuCf7ig4k0fMNuzg
8eSmXnZG0N1GRsqiFeU9uA,0,2014,They don't accept the LVAC discount at this location.,5-t2GXKX1FqW7U9MV2eUWQ
mPfdYJj4d5KBPINDkaZY-Q,0,2014,No more rewards/stamp cards :/,3RPORizfUAhI9HS-Nd7RJA
hojZyJk1Wf2UE2CpG7cgIg,0,2015,Their shoestring fries are the BOMB!!,zI0cogkqx4WQArqzTHXd-Q
poX-2lODvtmkR6pve8FXFA,0,2012,The pot roast sandwich is always a winner.  I happen to enjoy their chocolate malted milkshakes,CUMaqXDakJeMTkUjpI8FxA
mPfdYJj4d5KBPINDkaZY-Q,0,2016,Churn has awesome ice cream with unique flavors.,Wy7y_Tc6nfJCnR_oJ_4X2w
E-pUHcZaIzFQbnWnGHcC7w,0,2013,Diet cherry limeade,KGQZvfuthc12iq7p_VzX-w
VHZPbCbIPHEkKOotdCTiow,1,2013,Congrats Will and Mike!!!!!,3nDUQBjKyVor5wV0reJChg
UkFMV7WGFfE_u8zyUkkuqg,0,2012,"Bring your bulletproof vest, and watch out for the creeper hanging out behind the cars.",SfY0jEFqBkrqq9bVi6P31Q
99SN6hku1PToQ2E3-4h8CA,0,2011,Great pumpkin spice coffee on a quiet Christmas morning. They could have more electrical outlets here.,vf2ZkqTJNAjA844Kowf1ww
loeW2G8tSIp1cLD3zB1NoQ,0,2015,"Ask them to make it less sweet, their drinks are sickly sweet.",ctXFXk9-m6PCMoI-Nz2_XQ
jBh399TajGcH28Zo2J1pHw,0,2016,Try a custard;),CZs1Eq7t1fqpXV1yox-CVg
rnBffgr3QiXUpKef2YFScg,0,2011,"Smelled like Dairy Queen, so I walked out.",9hMqNBBpTl3lBy6qCAyu-A
VHZPbCbIPHEkKOotdCTiow,0,2013,Grand opening today (8-17-13). 12pm-12am go get your snow!!!,tH0uKD-vNwMoEc3Xk3Cbdg
Z3y47L3EY-axAEVbwmXZaA,0,2015,Getting my baby girl a sundae for her 2nd birthday...Happy Birthday Hope!!,6IMtgr16Mg4cKj1adBSwWw
VHZPbCbIPHEkKOotdCTiow,0,2013,Need the snow!,Fw4UjJ6yBeyPB27Y4wwEUQ
hojZyJk1Wf2UE2CpG7cgIg,0,2012,Hit your chili fries with CHOLOULA!!!!,3nDUQBjKyVor5wV0reJChg
loeW2G8tSIp1cLD3zB1NoQ,0,2015,"I had good service and got to sample the Royal Tea, too bad it was too sweet for me but the flavor was good.",nPLElvwcDDw2dBx0VGSu2w
MIKtRbY36F9hrTQ3lLgEzw,0,2018,Sign up for their rewards program with your phone number. Free after 10 orders.,XU-JR0vGW1_O5GmNwZ0bfQ
VHZPbCbIPHEkKOotdCTiow,0,2013,"Opinion wise, Cookie Butter is better than cantaloupe",XszsZOTE72wHCLcebcpeyQ
tI7dXg2UboJozj28v7sjLw,0,2011,Hunger break before more packing!,DCb1NHozrcKBKokL7z3LfQ
0FbFqMBLRGRRdZlGJeXjug,0,2014,If you like sweet you gotta get sour apple and redbull!,nlWwikGRkohOdLFCF4dqSA
mZZpoSSg9-PteV7EV-Keqg,0,2017,Closed at 9 although promised 10 :-(,96xXuvVkvyt8IoQES21-GQ
lGiUZcTvuMdx28YMvqZ2vw,0,2017,Free topping with Yelp check in,u6wAG4h60a0vOikJ1wtjcg
5VXxZIMgoKRWbNa6x9kMfw,0,2011,Nom. Nom. Nom.,23c6iNu39RENuQRo3kLKKA
iObLvZHRZ0RLTQOu-swDgA,0,2011,A yummy post-park treat!,Z4NmOs-LW9PjyKvOXpD8cg
PJxqFL-xUmUaCe2STc5VRA,0,2012,Lunar cheesecake? Hm...maybe.,a48HhwcmjFLApZhiax41IA
cNx3qzQ55JXpjZEt4lc7Tg,0,2017,This could be dangerous.   Custard and Ice.  Great combo.,l8N9a8BG2G1PHazbieOqng
Hw-yFY8Fz8HOvY6I5l7Ljg,0,2011,Yuuuum,hf27xTME3EiCp6NL6VtWZQ
8eSmXnZG0N1GRsqiFeU9uA,0,2013,Just don't suck,hM3oEy9HoC_uQExSdwUysg
_SQvOdb33mhlNJZYEYUKxA,0,2014,Currently they have brownie batter bites on the toppings bar!,g9LUvEAloT5BZNrvkqqAOw
Hp8k_RpSIWSeJguyaQpfIw,0,2015,Not overly impressed with the selection as a whole. Didn't order For now... At least for sorbets... Messina is still my favorite.,p9942XebvxZ9ubHm4SXmMQ
bIqpLN-_q1XSKdgbi5GKRw,0,2018,Really good and quick at this store I like their service,a8ghp0Ahyvsq0s4nOEmZWg
RThuRlhMdowhtY8vITEIzQ,0,2016,Let the pizza cool for 2-4 minutes before consumption... Pizza perfection,cTW9MEV25pJp-Rj4bj1rkQ
YXohNvMTCmGhFMSQsDZq1g,0,2014,"Great branding. Great service. Great cupcakes. The BEST cupcakes I have ever had because they weren't over powered by tons of overly sweet, not to mention heavy frosting. These were the only cupcakes I have ever had that had lots of cake, and good cake at that, and a perfect amount of frosting that i didn't have scrape off.",K8s3SSIoZNcJ8K9Dx2mfTg
JXf04dg9EBlkQFs5hf4QeQ,0,2017,The Vietnamese Coffee flavour is a *MUST* try!,gwC_zEwPaSD8vK97apWEtQ
iObLvZHRZ0RLTQOu-swDgA,0,2016,They don't take bills over $20.,iYtHMZDHBvohF9IUC4hoKQ
I_a74zmgR-X03LsKISWPcg,0,2013,"Thai tea, almonds and black sesame glaze! Try it!",Tv6BUE9-H04TcdWG2aG5Aw
1JmSxEQZQn1AitoNHxvHBQ,0,2014,Much Faster and more polite than the one on Elliot & rural rd,quH7oYf3C-_klKjP-cklCQ
kwMJ4KfhEcrk9jiMe-S6wQ,0,2012,Download loyaltree on your phone and scan their website to get a FREE small gelato heaaaven,WNSLaaRk_x43N2MmPs2ztw
leJo2p90gVq1JQzR-QP-hA,0,2012,"Key lime and Cake Batter ~ don't think about it, just get it.",0mKUbIUXOvH0cHcGQ1KGqg
VHZPbCbIPHEkKOotdCTiow,0,2013,Mucho mango,1JEXL5K6VTx01tAs6Jskkg
dg5cg298SXZVMo4ZEwSUtg,0,2012,Pineapple gelato is amazing and worth the 30+ minute drive.,RH45rj94amBVIw4CggfNlA
On8O41uCKj1GfF1Bt4S2Lg,0,2011,"""Zert"" anyone?",TZV5GikexuvOnLfqaCCHAg
Sd6kNeNCpY3FkGF-RmjQHw,0,2011,greatest business idea everever.,benfF2qIwxDz7TCeF1XWIA
XBEx2FI2GKmsjs7eWNr7Lw,0,2014,"Add the ""Epoxy"" app on your phone to use the loyalty stamp card. 9 stamps 10th one free. :)",ILx47HIlsUCJ_lFYWu9wXw
WQyGqfFKd-baBTVfZWzeTw,0,2013,Black sesame didn't really do it for me. Tart all the way!,UYcmGbelzRa0Q6JqzLoguw
Yu_WYzA4zIlCxAWqpDJchw,0,2014,New cookie cup dividers available in chocolate and shortbread!,QqRSNjWhfUFv1ZU0OnYKZQ
VHZPbCbIPHEkKOotdCTiow,2,2013,Now hiring!,RQlnSCjuqMnhR3Qk6j4KoA
-yApKLEFAvvNyifvpNKWCA,0,2012,The best frozen custard,Mc5cRtCX2n1X14GScfL7_Q
RqpL5Y50F9exjyHfpTzp3w,0,2011,1am snackin!,bTTZzC8RvTxTOeGMvJ5icQ
mZZpoSSg9-PteV7EV-Keqg,0,2017,Really nice location and Good Raspados,So8PFuhUUV_uPTaHRmzMuA
QlIW78umKyE5d0BLpPh1-w,0,2010,"Their brownie sundae is incredible. Plus, the owners and the employees are just the nicest people around.",qlC607Cyp0Mj91vDFvkp3Q
KuyB4pILxj4pKHvbY6CrJg,0,2016,Share your honey toast with your honey if you have one...IT IS HUGE!,ElUiVmEMoQgyWcnYeR560w
nlsibvBeSc8vfus2KuQatA,0,2015,Excellent my granddaughter loves it!,bPCCvH58xeUUvjqyR5kDaw
L-_-9JNAb6UDyq7waykX2A,0,2014,Come hungry.,6EHRhgHVxdywjWKKt-wxKg
4UnC5i3iUeHQ-3zJ_8037A,0,2014,"Good, honest food, at a fair price, made by cheerful folk.",NajZlpYysPog1IkRtSXc_w
roA-hNugvAwiyVirIFH8Aw,0,2016,The kids here work their ass off. Be nice!,O9pMFJSPg80YVzpMfNikxw
I_a74zmgR-X03LsKISWPcg,0,2013,"Black sesame glaze is awesome, but if you are on a date get the condensed milk or bring floss!",EzOF8RLzbcsA9EwMYlUfsg
Fozo0B-y42EhRMomR0K5vQ,0,2013,So good that a one hour drive doesn't stop us ... Delicious!!!,5BfyObsvVjB6zcj8Wy5RDQ
Oov46oqwdu6ljHokq1xjfg,0,2016,"Popping pearls and mochi! Oh yeah! Great place, clean and friendly.",45FNUJHvK2RblkM7PLpRAg
-yApKLEFAvvNyifvpNKWCA,0,2011,Its behind AmPm.,Ue_7yUlkEbX4AhnYdUfL7g
c_-0jkr-MkK2EdlbJaXgyw,0,2017,Really good house made brats!,V7Q6GjezXk1GanE__2DeSg
-95mbLJsa0CxXhpaNL4LvA,0,2016,Mackenzie is an exceptional employee. Love this place and their awesome staff!,bENylmOyzWWN8QVimoUKYw
Oov46oqwdu6ljHokq1xjfg,0,2011,10% military discount,Qw-ooK1dWeJ8n0nhrL1zJQ
iObLvZHRZ0RLTQOu-swDgA,0,2018,"Use the ""divider"" to make 2 unique combinations",dFiTRgfEfk2vA7r5Y3wJHQ
_YbzxBhz0L7tV-f8KGiNDA,0,2017,Partnership with Lock and Dam,DYqujEDnSMgwL7sFTRSv8w
tI7dXg2UboJozj28v7sjLw,0,2015,Yummy caramel cashew Sunday: worth the 580 calories!,NwxF1Ftc-4P5Pl_SSXThQA
rVi34tu0bITsoxMMT9QhUw,0,2012,Pre-vball goody! Acai adventure!,bTTZzC8RvTxTOeGMvJ5icQ
hojZyJk1Wf2UE2CpG7cgIg,0,2013,Chili cheese fries are delicious,mlXLPBayYqjbUMmtFrlw4g
MOi64A9mDpK9zUB8546L8Q,0,2011,Don't use the second spot on the right if you want to pay with debit cause it doesn't work.,mkRI07cv5f1gObpkSiPwZA
mPfdYJj4d5KBPINDkaZY-Q,0,2012,Peanut butter and banana topped with chocolate brittle...yuuums!,GwFA4dfCdDVwuBQp02cIjw
KuyB4pILxj4pKHvbY6CrJg,0,2013,Omg- the Pistachio Latte... Unbelievably good!,mcurM7hHrnFez0SVgMJDmA
1r9xmPVZqsiTNQr_FAcs8w,0,2016,My only complaint was that there was no coffee to go with the ice cream.  I would have enjoyed a warm cup with my cold treat.,SkeqMYpoLPJZ2_gqkpKN7Q
WpzRURptZ2FIxBmJMl4MXA,0,2017,"My boys and I love it here, love that they have pitaya!",01wompbstdwlq1ct1-RWZQ
1GGLx6k4SgM-MykB5TTiJg,0,2012,Key Lime custard tastes like vanilla.,r-zUIQPaHzvIyL93wQaoiQ
P9xoO-WxaazIMQI7grYUwg,0,2011,Oh yea dairy free options!!!!,QbFTdA-NXmK3PJxgK-DVdg
oUX2bYbqjqST-urKbOHG6w,0,2016,Share a positive review of this place and recieve a free 16oz on your next visit.,w9WmBotuUdQlmuLa3XUkFQ
2rvBPUBtQU0WfcOAHLQWRQ,0,2017,Over rated. Good but not for the cost- at this price it should be filled or less dough lol- cool names not taste,Uqe97PzejrqTfm4cH-HeAg
Wq9yflrKX79xKiY__BvCoQ,0,2018,Their halo halo taste the best out of all Phillipino places I have been to.,o1QAhT9-HOVzyso46he00w
kwMJ4KfhEcrk9jiMe-S6wQ,0,2014,The coffee here is excellent -- better than that at many of the coffee shops on Walnut Street!,2ZZNOoMQ7WFvFoxDUFw1wg
Kj_qx2Qs8GKHG4dzexbJzA,0,2015,Open until 9pm not 8pm.,XX--i6RiqjGGTUg4XFNxfQ
5VXxZIMgoKRWbNa6x9kMfw,0,2011,Sunday Sundae!,RSAHZjr2yPZHZ-HhrgCrXQ
2Q9Mgkc7iFHuKoD_z7kJkQ,0,2016,Try the chamango!,bLbSNkLggFnqwNNzzq-Ijw
h-1cbSCEMQlf3ampVX6pLw,0,2014,Half price shakes after 8pm. Lots of flavors to choose from.,l--K3xQWVqs93iFhAoEYag
AZRUB9twDxhm3JYicAw0NA,0,2012,Expensive! Prefer Yogurtland ANY DAY!,k1-PcX4WCJzrr1pnEF45wQ
1Vn_lex3LGGwuTo-xeJnww,0,2017,Need more flavors like blackberry!!,2SOllnamTrDPyVtBtTKzbA
nlsibvBeSc8vfus2KuQatA,0,2016,They have normal flavors like rocky road     but it has a different name! Just ask!,o7sVRYWSskPEv9veCYes-g
UkFMV7WGFfE_u8zyUkkuqg,0,2012,Back for my usual...the strawberry cheesecake ice cream is pretty grub too...,3nDUQBjKyVor5wV0reJChg
KJM7tOTqSqqe414cKs6L7g,0,2011,This place is awesome!,pkq41Qh9yGOI_4pwdVmmDg
6T39H2dGUnrM91WqvR0VcQ,0,2016,Matcha Latte by itself is bitter :/ but the milk tea and Thai tea are yum!,cO-pVqt2ZKLItpeQZi5gjg
-95mbLJsa0CxXhpaNL4LvA,0,2014,Check in to redeem a dollar off your boba drink.,s5F0viIdrelfeDtcMM65PQ
yWUBX9Pe6pzh1PjVj04UmQ,0,2011,Parking is brutal today and they are out of seasonal beer.,JCfRII7gQC0xgCkqhx9X4Q
-yApKLEFAvvNyifvpNKWCA,0,2012,Memorial day snack!,pZ6P_1V-bTSoYG1fg1TXzw
JFPKfg_FNxCD4mNqAAAllQ,0,2013,The hours of operation can vary base on the season... Call b4 heading there :),IfD6QuyVdEvJrlucIJlexg
hojZyJk1Wf2UE2CpG7cgIg,0,2012,Lunch Time....ATTACK!!!,3nDUQBjKyVor5wV0reJChg
1Vn_lex3LGGwuTo-xeJnww,0,2011,Mango boba?!,8NPnK5h5Te91Ot6nbX9a5g
On8O41uCKj1GfF1Bt4S2Lg,0,2010,Tater TOTS!!!!,pf7pB-UbvKT-AWfQcg6kBg
Vx00mzQudJe-cHtM6Drp7g,0,2012,It's Friday.  Mint Choc Chip!,jKx0XOTrnT6gHiiRZ-UVKg
6UI3dCIY6eM1eBOsnEVBuw,1,2014,Gatorade's cost more then the coffee!,QqRSNjWhfUFv1ZU0OnYKZQ
RqmORv3974ZDC6Zh4nSQwg,0,2017,2 nd location to open soon in Cranberry,fmzIm7RxEdii5Jz44PtO7g
leJo2p90gVq1JQzR-QP-hA,0,2011,Soooo goood,GwWjnIPiaw9uBOVGC8s-RQ
poX-2lODvtmkR6pve8FXFA,0,2011,Pumpkin pecan malt,OyLtK_Q2I4Jw0rtfFnLfhg
Ao5E4Ppw0m5CNlRjg3mnjQ,0,2012,Try the cortina gelato its almond with some weird berries. DELICIOUS!,c5gt7WFRqQ-jJ-QPccJKNw
RqpL5Y50F9exjyHfpTzp3w,0,2013,Half off slushy and drink from 2 pm- 5pm,vWP8-aQX0rYJszqkWVL7Ew
PtJ02ZaHGB7yQxMHI7hDMw,0,2017,Omg love the fat elvis,XMm6Br7wapUNwR4X-djpPQ
sxNMGQwUuaDsviR4BtuX0g,0,2017,Fun but the lines are always ridiculous. Not worth an hour wait...ever,J8RYcuhosRqxD6WBFtuyaQ
KuyB4pILxj4pKHvbY6CrJg,0,2017,Pistachio latte with almond milk & plain honey toast are a must!,OKRdWt2E71hmD8Mt3p1K5A
KuyB4pILxj4pKHvbY6CrJg,0,2014,All the cute asians come here!,wreclInQD4nxRsnTlaNTiw
2232XZ-3ub4S9cmrHJSDFg,0,2017,This place is the bomb. Try any ice cream in their donuts. You will not regret it.,ONvLxgKqaB3CThRVh4Dhaw
Oov46oqwdu6ljHokq1xjfg,0,2011,No sugar added coffee and no sugar added vanilla,Qw-ooK1dWeJ8n0nhrL1zJQ
6wxfzVfke6iXRhP8yeMTeA,0,2010,"Grab a cup, fill it up. Love it.",OGQX_wgAcsi3gfYVBokOzQ
5TeA1dyLR7MIor-DfIrYog,1,2013,"Apple cactus (nopal) pineapple celery parsley smoothie, very refreshing and only $4. Lots of good juices and healthy options on the menu.",PSI7wvuqEhhV9Jh_fP2eZQ
mKcCsAUf0lDtL8qWfQCDqg,0,2012,"The Best Soft Serve Ice Cream claim is dubious. Not bad, but not the best.",7FAWEeRGS1IqKDjrY7uwaA
_SQvOdb33mhlNJZYEYUKxA,0,2012,I feel like I cheated on Mojo at lunch today. I hope they don't find out :/,8SgjU2fID9VqKQooFt1DIQ
