"","long","lat","group","order","region","subregion"
"314",-114.740524291992,33.3117637634277,2,314,"arizona",NA
"315",-114.71760559082,33.3576011657715,2,315,"arizona",NA
"316",-114.729064941406,33.4034385681152,2,316,"arizona",NA
"317",-114.688957214355,33.4320907592773,2,317,"arizona",NA
"318",-114.648849487305,33.455005645752,2,318,"arizona",NA
"319",-114.637390136719,33.4836540222168,2,319,"arizona",NA
"320",-114.608741760254,33.5008430480957,2,320,"arizona",NA
"321",-114.62020111084,33.5294914245605,2,321,"arizona",NA
"322",-114.568641662598,33.5466804504395,2,322,"arizona",NA
"323",-114.557182312012,33.5753288269043,2,323,"arizona",NA
"324",-114.528533935547,33.6326217651367,2,324,"arizona",NA
"325",-114.539993286133,33.6956481933594,2,325,"arizona",NA
"326",-114.522804260254,33.7300262451172,2,326,"arizona",NA
"327",-114.539993286133,33.7815933227539,2,327,"arizona",NA
"328",-114.539993286133,33.9248313903809,2,328,"arizona",NA
"329",-114.517074584961,33.9649391174316,2,329,"arizona",NA
"330",-114.454048156738,33.9993171691895,2,330,"arizona",NA
"331",-114.471237182617,34.0165023803711,2,331,"arizona",NA
"332",-114.448318481445,34.039421081543,2,332,"arizona",NA
"333",-114.41967010498,34.0795288085938,2,333,"arizona",NA
"334",-114.396751403809,34.1139068603516,2,334,"arizona",NA
"335",-114.299346923828,34.1540107727051,2,335,"arizona",NA
"336",-114.230598449707,34.1998481750488,2,336,"arizona",NA
"337",-114.190490722656,34.2456855773926,2,337,"arizona",NA
"338",-114.133193969727,34.2628746032715,2,338,"arizona",NA
"339",-114.13892364502,34.2972526550293,2,339,"arizona",NA
"340",-114.16756439209,34.3373603820801,2,340,"arizona",NA
"341",-114.287887573242,34.4233016967773,2,341,"arizona",NA
"342",-114.373832702637,34.4691390991211,2,342,"arizona",NA
"343",-114.402488708496,34.5894622802734,2,343,"arizona",NA
"344",-114.41967010498,34.6123809814453,2,344,"arizona",NA
"345",-114.448318481445,34.7097816467285,2,345,"arizona",NA
"346",-114.574363708496,34.807186126709,2,346,"arizona",NA
"347",-114.551452636719,34.8358345031738,2,347,"arizona",NA
"348",-114.545722961426,34.8472938537598,2,348,"arizona",NA
"349",-114.568641662598,34.8644828796387,2,349,"arizona",NA
"350",-114.608741760254,34.8874015808105,2,350,"arizona",NA
"351",-114.63166809082,34.9618835449219,2,351,"arizona",NA
"352",-114.637390136719,35.0191802978516,2,352,"arizona",NA
"8568",-114.041519165039,36.9958839416504,30,8568,"nevada",NA
"8569",-114.047248840332,36.8411865234375,30,8569,"nevada",NA
"8570",-114.052978515625,36.2109336853027,30,8570,"nevada",NA
"8571",-114.08162689209,36.1364479064941,30,8571,"nevada",NA
"8572",-114.116004943848,36.0963401794434,30,8572,"nevada",NA
"8573",-114.13892364502,36.0390472412109,30,8573,"nevada",NA
"8574",-114.201942443848,36.021858215332,30,8574,"nevada",NA
"8575",-114.264976501465,36.0275840759277,30,8575,"nevada",NA
"8576",-114.310813903809,36.0447769165039,30,8576,"nevada",NA
"8577",-114.327995300293,36.1135292053223,30,8577,"nevada",NA
"8578",-114.396751403809,36.1364479064941,30,8578,"nevada",NA
"8579",-114.488426208496,36.1364479064941,30,8579,"nevada",NA
"8580",-114.557182312012,36.153636932373,30,8580,"nevada",NA
"8581",-114.643127441406,36.1421775817871,30,8581,"nevada",NA
"8582",-114.700416564941,36.1192588806152,30,8582,"nevada",NA
"8583",-114.734802246094,36.1078033447266,30,8583,"nevada",NA
"8584",-114.757713317871,36.0619659423828,30,8584,"nevada",NA
"8585",-114.734802246094,36.0161285400391,30,8585,"nevada",NA
"8586",-114.734802246094,35.9588317871094,30,8586,"nevada",NA
"8587",-114.711875915527,35.9129943847656,30,8587,"nevada",NA
"8588",-114.688957214355,35.8843460083008,30,8588,"nevada",NA
"8589",-114.700416564941,35.7926750183105,30,8589,"nevada",NA
"8590",-114.700416564941,35.712459564209,30,8590,"nevada",NA
"8591",-114.683235168457,35.6666221618652,30,8591,"nevada",NA
"8592",-114.671775817871,35.6093292236328,30,8592,"nevada",NA
"8593",-114.666046142578,35.5405731201172,30,8593,"nevada",NA
"8594",-114.660308837891,35.5004653930664,30,8594,"nevada",NA
"8595",-114.666046142578,35.4546279907227,30,8595,"nevada",NA
"8596",-114.625938415527,35.4087905883789,30,8596,"nevada",NA
"8597",-114.608741760254,35.3572273254395,30,8597,"nevada",NA
"8598",-114.597282409668,35.2827415466309,30,8598,"nevada",NA
"8599",-114.585830688477,35.2369041442871,30,8599,"nevada",NA
"8600",-114.574363708496,35.1796112060547,30,8600,"nevada",NA
"8601",-114.603019714355,35.1223106384277,30,8601,"nevada",NA
"8602",-114.643127441406,35.1051216125488,30,8602,"nevada",NA
"8603",-114.637390136719,35.0191802978516,30,8603,"nevada",NA
"8604",-115.674446105957,35.8327827453613,30,8604,"nevada",NA
"8605",-115.897903442383,36.0046691894531,30,8605,"nevada",NA
"8606",-117.181335449219,36.9844245910645,30,8606,"nevada",NA
"8607",-117.84595489502,37.4771690368652,30,8607,"nevada",NA
"8608",-118.418922424316,37.8839683532715,30,8608,"nevada",NA
"8609",-119.140846252441,38.3996315002441,30,8609,"nevada",NA
"8610",-119.329917907715,38.5314140319824,30,8610,"nevada",NA
"8611",-119.57056427002,38.6975708007812,30,8611,"nevada",NA
"8612",-119.868492126465,38.9095611572266,30,8612,"nevada",NA
"8613",-119.994552612305,38.9897766113281,30,8613,"nevada",NA
"8614",-120.006011962891,39.0642623901367,30,8614,"nevada",NA
"8615",-120.006011962891,39.1158256530762,30,8615,"nevada",NA
"8616",-120.006011962891,39.1616630554199,30,8616,"nevada",NA
"8617",-120.006011962891,39.3163642883301,30,8617,"nevada",NA
"8618",-119.994552612305,39.4424133300781,30,8618,"nevada",NA
"8619",-120.006011962891,39.7002449035645,30,8619,"nevada",NA
"8620",-120.006011962891,41.2013931274414,30,8620,"nevada",NA
"8621",-120.006011962891,42.0092658996582,30,8621,"nevada",NA
"8622",-119.370025634766,42.0092658996582,30,8622,"nevada",NA
"8623",-119.306999206543,42.0092658996582,30,8623,"nevada",NA
"8624",-118.201194763184,42.0092658996582,30,8624,"nevada",NA
"8625",-117.026634216309,42.0092658996582,30,8625,"nevada",NA
"8626",-115.061378479004,42.0092658996582,30,8626,"nevada",NA
"8627",-114.305076599121,42.0092658996582,30,8627,"nevada",NA
"8628",-114.047248840332,42.0035362243652,30,8628,"nevada",NA
"8629",-114.041519165039,41.0065879821777,30,8629,"nevada",NA
"8630",-114.041519165039,40.1299629211426,30,8630,"nevada",NA
"8631",-114.035797119141,39.9007797241211,30,8631,"nevada",NA
"8632",-114.041519165039,39.5398178100586,30,8632,"nevada",NA
"8633",-114.047248840332,38.6689224243164,30,8633,"nevada",NA
"8634",-114.047248840332,38.5887069702148,30,8634,"nevada",NA
"8635",-114.041519165039,38.1417999267578,30,8635,"nevada",NA
"8636",-114.047248840332,37.6089515686035,30,8636,"nevada",NA
"8637",-114.041519165039,36.9958839416504,30,8637,"nevada",NA
"9549",-75.8939895629883,36.5547065734863,38,9549,"north carolina","knotts"
"9550",-75.8596115112305,36.5547065734863,38,9550,"north carolina","knotts"
"9551",-75.8424224853516,36.5088691711426,38,9551,"north carolina","knotts"
"9552",-75.8252334594727,36.4515762329102,38,9552,"north carolina","knotts"
"9553",-75.8137741088867,36.3885498046875,38,9553,"north carolina","knotts"
"9554",-75.7793960571289,36.2911491394043,38,9554,"north carolina","knotts"
"9555",-75.7450256347656,36.2052040100098,38,9555,"north carolina","knotts"
"9556",-75.7278289794922,36.153636932373,38,9556,"north carolina","knotts"
"9557",-75.7049179077148,36.1192588806152,38,9557,"north carolina","knotts"
"9558",-75.6819915771484,36.0619659423828,38,9558,"north carolina","knotts"
"9559",-75.6533508300781,36.021858215332,38,9559,"north carolina","knotts"
"9560",-75.5903244018555,35.9473724365234,38,9560,"north carolina","knotts"
"9561",-75.5788650512695,35.9072647094727,38,9561,"north carolina","knotts"
"9562",-75.5674057006836,35.8786201477051,38,9562,"north carolina","knotts"
"9563",-75.5502166748047,35.849967956543,38,9563,"north carolina","knotts"
"9564",-75.5387573242188,35.8213195800781,38,9564,"north carolina","knotts"
"9565",-75.5387573242188,35.8041305541992,38,9565,"north carolina","knotts"
"9566",-75.5502166748047,35.7926750183105,38,9566,"north carolina","knotts"
"9567",-75.5616760253906,35.7984046936035,38,9567,"north carolina","knotts"
"9568",-75.5731353759766,35.8041305541992,38,9568,"north carolina","knotts"
"9569",-75.5903244018555,35.84423828125,38,9569,"north carolina","knotts"
"9570",-75.5960464477539,35.8671569824219,38,9570,"north carolina","knotts"
"9571",-75.6075134277344,35.8900756835938,38,9571,"north carolina","knotts"
"9572",-75.6361541748047,35.9359130859375,38,9572,"north carolina","knotts"
"9573",-75.6648101806641,35.9702911376953,38,9573,"north carolina","knotts"
"9574",-75.6877212524414,35.9932098388672,38,9574,"north carolina","knotts"
"9575",-75.6877212524414,36.021858215332,38,9575,"north carolina","knotts"
"9576",-75.6991882324219,36.0275840759277,38,9576,"north carolina","knotts"
"9577",-75.7507553100586,36.0505027770996,38,9577,"north carolina","knotts"
"9578",-75.767936706543,36.1078033447266,38,9578,"north carolina","knotts"
"9579",-75.767936706543,36.165096282959,38,9579,"north carolina","knotts"
"9580",-75.8195037841797,36.2796859741211,38,9580,"north carolina","knotts"
"9581",-75.8424224853516,36.3770904541016,38,9581,"north carolina","knotts"
"9582",-75.8596115112305,36.4171943664551,38,9582,"north carolina","knotts"
"9583",-75.8653411865234,36.4630317687988,38,9583,"north carolina","knotts"
"9584",-75.8825302124023,36.4974136352539,38,9584,"north carolina","knotts"
"9585",-75.8939895629883,36.5547065734863,38,9585,"north carolina","knotts"
"9587",-78.5582427978516,33.8675346374512,39,9587,"north carolina","main"
"9588",-78.6384506225586,33.9477462768555,39,9588,"north carolina","main"
"9589",-79.0567169189453,34.3029823303223,39,9589,"north carolina","main"
"9590",-79.4463272094727,34.6123809814453,39,9590,"north carolina","main"
"9591",-79.4463272094727,34.6181106567383,39,9591,"north carolina","main"
"9592",-79.6755065917969,34.801456451416,39,9592,"north carolina","main"
"9593",-79.6927032470703,34.807186126709,39,9593,"north carolina","main"
"9594",-79.9104232788086,34.807186126709,39,9594,"north carolina","main"
"9595",-80.3229598999023,34.812915802002,39,9595,"north carolina","main"
"9596",-80.5406723022461,34.812915802002,39,9596,"north carolina","main"
"9597",-80.7813186645508,34.8186454772949,39,9597,"north carolina","main"
"9598",-80.7755966186523,34.9275093078613,39,9598,"north carolina","main"
"9599",-80.8615341186523,35.0249099731445,39,9599,"north carolina","main"
"9600",-80.9073715209961,35.082202911377,39,9600,"north carolina","main"
"9601",-80.9417495727539,35.116584777832,39,9601,"north carolina","main"
"9602",-81.0391464233398,35.0592842102051,39,9602,"north carolina","main"
"9603",-81.0563430786133,35.082202911377,39,9603,"north carolina","main"
"9604",-81.0563430786133,35.0993957519531,39,9604,"north carolina","main"
"9605",-81.0448837280273,35.1108551025391,39,9605,"north carolina","main"
"9606",-81.0276870727539,35.1337738037109,39,9606,"north carolina","main"
"9607",-81.0219650268555,35.1624183654785,39,9607,"north carolina","main"
"9608",-81.3256301879883,35.1738777160645,39,9608,"north carolina","main"
"9609",-81.3657379150391,35.1738777160645,39,9609,"north carolina","main"
"9610",-81.7725372314453,35.1910667419434,39,9610,"north carolina","main"
"9611",-81.8699417114258,35.1910667419434,39,9611,"north carolina","main"
"9612",-81.9845275878906,35.1967964172363,39,9612,"north carolina","main"
"9613",-82.2194366455078,35.1967964172363,39,9613,"north carolina","main"
"9614",-82.276741027832,35.1967964172363,39,9614,"north carolina","main"
"9615",-82.3168487548828,35.1910667419434,39,9615,"north carolina","main"
"9616",-82.3626861572266,35.1967964172363,39,9616,"north carolina","main"
"9617",-82.3798751831055,35.1967964172363,39,9617,"north carolina","main"
"9618",-82.4027862548828,35.2082557678223,39,9618,"north carolina","main"
"9619",-82.4085235595703,35.2082557678223,39,9619,"north carolina","main"
"9620",-82.4428939819336,35.1738777160645,39,9620,"north carolina","main"
"9621",-82.4772720336914,35.1853370666504,39,9621,"north carolina","main"
"9622",-82.5001983642578,35.1738777160645,39,9622,"north carolina","main"
"9623",-82.5918655395508,35.1395034790039,39,9623,"north carolina","main"
"9624",-82.6434326171875,35.1280403137207,39,9624,"north carolina","main"
"9625",-82.6720733642578,35.1280403137207,39,9625,"north carolina","main"
"9626",-82.6949996948242,35.1337738037109,39,9626,"north carolina","main"
"9627",-82.7007293701172,35.116584777832,39,9627,"north carolina","main"
"9628",-82.7007293701172,35.0993957519531,39,9628,"north carolina","main"
"9629",-82.7522964477539,35.0764770507812,39,9629,"north carolina","main"
"9630",-82.7694854736328,35.0707473754883,39,9630,"north carolina","main"
"9631",-82.7866744995117,35.082202911377,39,9631,"north carolina","main"
"9632",-82.8038558959961,35.082202911377,39,9632,"north carolina","main"
"9633",-82.8668899536133,35.0650177001953,39,9633,"north carolina","main"
"9634",-82.9872055053711,35.0249099731445,39,9634,"north carolina","main"
"9635",-83.00439453125,35.0191802978516,39,9635,"north carolina","main"
"9636",-83.1075286865234,34.9905319213867,39,9636,"north carolina","main"
"9637",-83.1361770629883,34.996265411377,39,9637,"north carolina","main"
"9638",-83.5143280029297,34.9905319213867,39,9638,"north carolina","main"
"9639",-83.5830841064453,34.9905319213867,39,9639,"north carolina","main"
"9640",-83.9497756958008,34.9790725708008,39,9640,"north carolina","main"
"9641",-84.0185317993164,34.9790725708008,39,9641,"north carolina","main"
"9642",-84.1445846557617,34.9790725708008,39,9642,"north carolina","main"
"9643",-84.3221969604492,34.9905319213867,39,9643,"north carolina","main"
"9644",-84.3221969604492,34.996265411377,39,9644,"north carolina","main"
"9645",-84.2935485839844,35.2197151184082,39,9645,"north carolina","main"
"9646",-84.2878189086914,35.2369041442871,39,9646,"north carolina","main"
"9647",-84.2419815063477,35.265552520752,39,9647,"north carolina","main"
"9648",-84.2190704345703,35.254093170166,39,9648,"north carolina","main"
"9649",-84.2076034545898,35.2426338195801,39,9649,"north carolina","main"
"9650",-84.1732330322266,35.2369041442871,39,9650,"north carolina","main"
"9651",-84.1273956298828,35.2426338195801,39,9651,"north carolina","main"
"9652",-84.093017578125,35.254093170166,39,9652,"north carolina","main"
"9653",-84.0529098510742,35.2827415466309,39,9653,"north carolina","main"
"9654",-84.0242614746094,35.2942008972168,39,9654,"north carolina","main"
"9655",-84.0185317993164,35.3113899230957,39,9655,"north carolina","main"
"9656",-84.0242614746094,35.3343086242676,39,9656,"north carolina","main"
"9657",-84.0128021240234,35.3514938354492,39,9657,"north carolina","main"
"9658",-84.0128021240234,35.3686828613281,39,9658,"north carolina","main"
"9659",-84.0128021240234,35.4087905883789,39,9659,"north carolina","main"
"9660",-83.9841537475586,35.4259834289551,39,9660,"north carolina","main"
"9661",-83.9497756958008,35.4603576660156,39,9661,"north carolina","main"
"9662",-83.8982086181641,35.4947357177734,39,9662,"north carolina","main"
"9663",-83.8409118652344,35.5291137695312,39,9663,"north carolina","main"
"9664",-83.7893447875977,35.5405731201172,39,9664,"north carolina","main"
"9665",-83.7377853393555,35.5634918212891,39,9665,"north carolina","main"
"9666",-83.6804885864258,35.5749473571777,39,9666,"north carolina","main"
"9667",-83.6575698852539,35.5749473571777,39,9667,"north carolina","main"
"9668",-83.5945434570312,35.569221496582,39,9668,"north carolina","main"
"9669",-83.5143280029297,35.5577583312988,39,9669,"north carolina","main"
"9670",-83.4914093017578,35.569221496582,39,9670,"north carolina","main"
"9671",-83.4513092041016,35.5978660583496,39,9671,"north carolina","main"
"9672",-83.4283828735352,35.6207847595215,39,9672,"north carolina","main"
"9673",-83.3997344970703,35.6265144348145,39,9673,"north carolina","main"
"9674",-83.37109375,35.6437034606934,39,9674,"north carolina","main"
"9675",-83.3538970947266,35.6551666259766,39,9675,"north carolina","main"
"9676",-83.3252563476562,35.6666221618652,39,9676,"north carolina","main"
"9677",-83.2966003417969,35.6666221618652,39,9677,"north carolina","main"
"9678",-83.2794189453125,35.6780815124512,39,9678,"north carolina","main"
"9679",-83.2564926147461,35.701000213623,39,9679,"north carolina","main"
"9680",-83.2221221923828,35.7239189147949,39,9680,"north carolina","main"
"9681",-83.1648254394531,35.7468376159668,39,9681,"north carolina","main"
"9682",-83.1075286865234,35.7697563171387,39,9682,"north carolina","main"
"9683",-83.0559616088867,35.7869453430176,39,9683,"north carolina","main"
"9684",-83.0215835571289,35.7869453430176,39,9684,"north carolina","main"
"9685",-82.9986724853516,35.7869453430176,39,9685,"north carolina","main"
"9686",-82.9642868041992,35.8041305541992,39,9686,"north carolina","main"
"9687",-82.9413681030273,35.8155937194824,39,9687,"north carolina","main"
"9688",-82.912727355957,35.8557014465332,39,9688,"north carolina","main"
"9689",-82.8955307006836,35.8728866577148,39,9689,"north carolina","main"
"9690",-82.912727355957,35.8900756835938,39,9690,"north carolina","main"
"9691",-82.9184494018555,35.9244537353516,39,9691,"north carolina","main"
"9692",-82.8898010253906,35.9359130859375,39,9692,"north carolina","main"
"9693",-82.8668899536133,35.9473724365234,39,9693,"north carolina","main"
"9694",-82.8267822265625,35.9301834106445,39,9694,"north carolina","main"
"9695",-82.8038558959961,35.9416427612305,39,9695,"north carolina","main"
"9696",-82.7866744995117,35.9588317871094,39,9696,"north carolina","main"
"9697",-82.7866744995117,35.9817504882812,39,9697,"north carolina","main"
"9698",-82.7522964477539,36.0046691894531,39,9698,"north carolina","main"
"9699",-82.6606216430664,36.0619659423828,39,9699,"north carolina","main"
"9700",-82.6377029418945,36.0619659423828,39,9700,"north carolina","main"
"9701",-82.6090545654297,36.0333137512207,39,9701,"north carolina","main"
"9702",-82.6205139160156,36.0046691894531,39,9702,"north carolina","main"
"9703",-82.6205139160156,35.9817504882812,39,9703,"north carolina","main"
"9704",-82.6090545654297,35.9702911376953,39,9704,"north carolina","main"
"9705",-82.5804061889648,35.9645576477051,39,9705,"north carolina","main"
"9706",-82.5460357666016,35.9645576477051,39,9706,"north carolina","main"
"9707",-82.5059280395508,35.9760208129883,39,9707,"north carolina","main"
"9708",-82.4830017089844,35.9932098388672,39,9708,"north carolina","main"
"9709",-82.4428939819336,36.0161285400391,39,9709,"north carolina","main"
"9710",-82.4085235595703,36.0447769165039,39,9710,"north carolina","main"
"9711",-82.4027862548828,36.0619659423828,39,9711,"north carolina","main"
"9712",-82.3855972290039,36.0848846435547,39,9712,"north carolina","main"
"9713",-82.3454895019531,36.1135292053223,39,9713,"north carolina","main"
"9714",-82.3168487548828,36.1192588806152,39,9714,"north carolina","main"
"9715",-82.276741027832,36.1192588806152,39,9715,"north carolina","main"
"9716",-82.2538223266602,36.1192588806152,39,9716,"north carolina","main"
"9717",-82.2194366455078,36.1364479064941,39,9717,"north carolina","main"
"9718",-82.1736068725586,36.1421775817871,39,9718,"north carolina","main"
"9719",-82.1506881713867,36.1307182312012,39,9719,"north carolina","main"
"9720",-82.1334991455078,36.1135292053223,39,9720,"north carolina","main"
"9721",-82.1163101196289,36.1078033447266,39,9721,"north carolina","main"
"9722",-82.0819320678711,36.1020698547363,39,9722,"north carolina","main"
"9723",-82.0475616455078,36.1192588806152,39,9723,"north carolina","main"
"9724",-82.0131759643555,36.1364479064941,39,9724,"north carolina","main"
"9725",-81.9787979125977,36.2109336853027,39,9725,"north carolina","main"
"9726",-81.9329605102539,36.2567672729492,39,9726,"north carolina","main"
"9727",-81.9272384643555,36.2624969482422,39,9727,"north carolina","main"
"9728",-81.8699417114258,36.3255233764648,39,9728,"north carolina","main"
"9729",-81.829833984375,36.3484420776367,39,9729,"north carolina","main"
"9730",-81.8011856079102,36.3484420776367,39,9730,"north carolina","main"
"9731",-81.7553482055664,36.3427124023438,39,9731,"north carolina","main"
"9732",-81.7152404785156,36.3427124023438,39,9732,"north carolina","main"
"9733",-81.7152404785156,36.3656311035156,39,9733,"north carolina","main"
"9734",-81.7209701538086,36.3828201293945,39,9734,"north carolina","main"
"9735",-81.7438888549805,36.4057388305664,39,9735,"north carolina","main"
"9736",-81.7209701538086,36.440113067627,39,9736,"north carolina","main"
"9737",-81.6980514526367,36.474494934082,39,9737,"north carolina","main"
"9738",-81.7037811279297,36.5031394958496,39,9738,"north carolina","main"
"9739",-81.7095108032227,36.5260581970215,39,9739,"north carolina","main"
"9740",-81.7037811279297,36.5547065734863,39,9740,"north carolina","main"
"9741",-81.6751327514648,36.5833549499512,39,9741,"north carolina","main"
"9742",-81.646484375,36.5948143005371,39,9742,"north carolina","main"
"9743",-81.3657379150391,36.5776252746582,39,9743,"north carolina","main"
"9744",-80.8844528198242,36.5604400634766,39,9744,"north carolina","main"
"9745",-80.8328857421875,36.5604400634766,39,9745,"north carolina","main"
"9746",-80.5979766845703,36.5604400634766,39,9746,"north carolina","main"
"9747",-80.4432754516602,36.5547065734863,39,9747,"north carolina","main"
"9748",-80.0937728881836,36.5489768981934,39,9748,"north carolina","main"
"9749",-80.0307464599609,36.5489768981934,39,9749,"north carolina","main"
